text,label
i need your help immediately. there is a 500 cash withdrawal that i know nothing about. i think my account has become compromised.,20
i wanted to top up my account and it doesn t look like it worked,59
can you tell me what the transfer policy is?,56
is a non electronic card available as well,43
which atms take the card?,3
can i track when my card will be delivered?,11
do i get charged if i am receiving money?,56
does your app allow currency exchanges between usd and gbp?,33
i think that somebody is utilizing my card without my authorization!,22
i payed with the card and there was an extra fee?,15
is it possible to give a second card for this account to my daughter?,39
can it add money every so often automatically while i travel?,4
while abroad i got cash and the exchange rate applied is wrong.,76
i am wanting to refill my card is there a charge?,57
what is going on? i have checked over and over and the details of my account are right. why is my transfer still pending? it s 2018 not 1818. transfering money to another country can t be that hard.,48
i tried activating my card and it didn t work,0
how can i track card you sent,11
why can t i withdraw cash from this atm?,26
can i deposit a check here?,58
are there any specific cash machines that i have to go to in order to change my pin?,21
where is my virtual card located?,40
why hasn t my money transfer shown up yet?,5
where did my money go? i m not able to withdraw it from my atm.,26
i have a contactless that s broken.,23
in the app how can i make it show the new card that arrived?,13
i had a decline on my card. why?,25
my app says i withdraw funds from my account through an atm.,20
my phone was taken yesterday what should i do about my account?,42
can i edit my personal details?,30
why does the app show a direct debit payment that i did not authorize,28
when will i see my new balance after making my bank transfer?,5
where can i deposit cash to top up?,58
is there a way to link cards if i have one of yours?,13
my card is no longer lost. how do i enter it back into the app?,13
